Product ID,Product Name,Region,Ship Mode,Current Factory,Recommended Factory,Lead Time Reduction (%),Scenario Reliability,Profit Risk,Recommendation Score,Recommendation Status
SUG-SWE-91000,SweeTARTS,Interior,Second Class,Lot's O' Nuts,Wicked Choccy's,-5.637578616352204,High,High Profit Risk,0.4413714687747974,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Atlantic,Same Day,Lot's O' Nuts,Wicked Choccy's,-5.653736218864845,High,High Profit Risk,0.44130250802938525,Low Priority
OTH-GUM-21000,Wonka Gum,Interior,Standard Class,Lot's O' Nuts,Wicked Choccy's,-5.768456755228938,High,High Profit Risk,0.44081288008516806,Low Priority
SUG-LAF-25000,Laffy Taffy,Atlantic,First Class,Lot's O' Nuts,Wicked Choccy's,-6.268445839874404,High,High Profit Risk,0.4386789236428006,Low Priority
OTH-GUM-21000,Wonka Gum,Gulf,Standard Class,Lot's O' Nuts,Wicked Choccy's,-6.785604182025325,High,High Profit Risk,0.43647168870538283,Low Priority
OTH-GUM-21000,Wonka Gum,Atlantic,First Class,Lot's O' Nuts,Wicked Choccy's,-6.897749703908401,High,High Profit Risk,0.4359930509385709,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Atlantic,First Class,Lot's O' Nuts,Wicked Choccy's,-7.877290836653378,High,High Profit Risk,0.43181236344962853,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Atlantic,First Class,Lot's O' Nuts,Secret Factory,15.498228206945432,Moderate,High Profit Risk,0.4315792203443961,Low Priority
SUG-LAF-25000,Laffy Taffy,Interior,First Class,Lot's O' Nuts,Wicked Choccy's,-7.999999999999999,High,High Profit Risk,0.43128863999705214,Low Priority
SUG-LAF-25000,Laffy Taffy,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,15.3056628056628,Moderate,High Profit Risk,0.4307573500450964,Low Priority
SUG-SWE-91000,SweeTARTS,Interior,Standard Class,Lot's O' Nuts,Secret Factory,14.62603938730853,Moderate,High Profit Risk,0.4278567131781752,Low Priority
OTH-GUM-21000,Wonka Gum,Pacific,Same Day,Lot's O' Nuts,Wicked Choccy's,-9.075691035908044,High,High Profit Risk,0.4266975841389017,Low Priority
SUG-NER-92000,Nerds,Atlantic,Standard Class,Lot's O' Nuts,Wicked Choccy's,-9.538335718666948,High,High Profit Risk,0.42472301383003097,Low Priority
OTH-KAZ-38000,Kazookles,Gulf,Second Class,Lot's O' Nuts,Wicked Choccy's,-9.678773204196938,High,High Profit Risk,0.42412362579097185,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,13.161039461020211,Moderate,High Profit Risk,0.4216040846173186,Low Priority
SUG-LAF-25000,Laffy Taffy,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,12.166666666666663,Moderate,High Profit Risk,0.4173600955067758,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Interior,Standard Class,Lot's O' Nuts,Wicked Choccy's,-11.534320884623412,High,High Profit Risk,0.4162041370493852,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,11.433353855068262,Moderate,High Profit Risk,0.4142303119842202,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,11.383965400679752,Moderate,High Profit Risk,0.41401952176167844,Low Priority
OTH-GUM-21000,Wonka Gum,Pacific,First Class,Lot's O' Nuts,Wicked Choccy's,-12.309468822170901,High,High Profit Risk,0.4128958009558279,Low Priority
OTH-GUM-21000,Wonka Gum,Pacific,Standard Class,Lot's O' Nuts,Wicked Choccy's,-12.670189141588164,High,High Profit Risk,0.411356244447191,Low Priority
OTH-KAZ-38000,Kazookles,Pacific,Standard Class,Lot's O' Nuts,Wicked Choccy's,-13.011152416356877,High,High Profit Risk,0.4099010111248089,Low Priority
SUG-FUN-75000,Fun Dip,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,9.418444597384715,Moderate,High Profit Risk,0.40563066706543494,Low Priority
SUG-FUN-75000,Fun Dip,Gulf,Second Class,Lot's O' Nuts,Wicked Choccy's,-14.773648648648654,High,High Profit Risk,0.40237866652759785,Low Priority
OTH-KAZ-38000,Kazookles,Atlantic,Second Class,Lot's O' Nuts,Wicked Choccy's,-15.865783107184187,High,High Profit Risk,0.3977174300420535,Low Priority
OTH-KAZ-38000,Kazookles,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,7.426905321130641,Moderate,High Profit Risk,0.3971307653689736,Low Priority
OTH-GUM-21000,Wonka Gum,Interior,Second Class,Lot's O' Nuts,Wicked Choccy's,-16.21275675675676,High,High Profit Risk,0.39623654440359574,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,6.880117316387628,Moderate,High Profit Risk,0.39479707085210636,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,6.8147566718995245,Moderate,High Profit Risk,0.39451811122545455,Low Priority
SUG-FUN-75000,Fun Dip,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,6.061252580867167,Moderate,High Profit Risk,0.3913021511999494,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,5.706875997797005,Moderate,High Profit Risk,0.38978966979647445,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,5.10454614450516,Moderate,High Profit Risk,0.38721892233350985,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Atlantic,First Class,Lot's O' Nuts,Secret Factory,4.366186784791445,Moderate,High Profit Risk,0.38406760011302443,Low Priority
OTH-GUM-21000,Wonka Gum,Gulf,First Class,Lot's O' Nuts,Wicked Choccy's,-19.10230414746544,High,High Profit Risk,0.38390393863420963,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Gulf,Same Day,Lot's O' Nuts,Wicked Choccy's,4.098697217012223,Moderate,High Profit Risk,0.3829259530172018,Low Priority
OTH-KAZ-38000,Kazookles,Interior,Standard Class,Lot's O' Nuts,Wicked Choccy's,-19.49444373483205,High,High Profit Risk,0.3822302844996166,Low Priority
CHO-FUD-51000,Wonka Bar - Fudge Mallows,Atlantic,First Class,Lot's O' Nuts,Secret Factory,3.685611189296275,Moderate,High Profit Risk,0.3811628993482973,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Interior,Standard Class,Lot's O' Nuts,Secret Factory,3.5897621008769747,Moderate,High Profit Risk,0.380753814858238,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,3.270573232074607,Moderate,High Profit Risk,0.3793915148324368,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,2.390245865357531,Moderate,High Profit Risk,0.37563427229797164,Low Priority
OTH-GUM-21000,Wonka Gum,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,2.325080891738647,Moderate,High Profit Risk,0.3753561477957752,Low Priority
SUG-LAF-25000,Laffy Taffy,Gulf,Standard Class,Lot's O' Nuts,Wicked Choccy's,-21.59249084249084,High,High Profit Risk,0.37327580673345995,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,1.5874696417729217,Moderate,High Profit Risk,0.3722080185122266,Low Priority
OTH-KAZ-38000,Kazookles,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,1.5594614809274427,Moderate,High Profit Risk,0.37208847951205526,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Interior,Standard Class,Lot's O' Nuts,Secret Factory,1.0448501322362687,Moderate,High Profit Risk,0.36989211515815423,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,0.638146385869218,Moderate,High Profit Risk,0.36815630110471276,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Atlantic,First Class,Lot's O' Nuts,Secret Factory,0.3008448382443875,Moderate,High Profit Risk,0.3667166960559648,Low Priority
SUG-SWE-91000,SweeTARTS,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,0.19715639810425853,Moderate,High Profit Risk,0.36627415316526757,Low Priority
OTH-GUM-21000,Wonka Gum,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,0.00015315108354377677,Moderate,High Profit Risk,0.3654333421134718,Low Priority
OTH-KAZ-38000,Kazookles,Pacific,Standard Class,Lot's O' Nuts,Secret Factory,-0.30246704967895865,Moderate,High Profit Risk,0.3641417572632434,Low Priority
CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-0.3144751573486335,Moderate,High Profit Risk,0.36409050658696007,Low Priority
OTH-KAZ-38000,Kazookles,Atlantic,First Class,Lot's O' Nuts,Secret Factory,-0.45495905368516837,Moderate,High Profit Risk,0.3634909204662975,Low Priority
OTH-GUM-21000,Wonka Gum,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-1.2950099444889753,Moderate,High Profit Risk,0.35990557817503843,Low Priority
OTH-KAZ-38000,Kazookles,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-2.089005235602099,Moderate,High Profit Risk,0.3565168014622794,Low Priority
OTH-GUM-21000,Wonka Gum,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,-2.1379264124388384,Moderate,High Profit Risk,0.35630800558315945,Low Priority
OTH-GUM-21000,Wonka Gum,Interior,Standard Class,Lot's O' Nuts,Secret Factory,-2.9249293386093735,Moderate,High Profit Risk,0.35294907232633743,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-3.044466704809881,Moderate,High Profit Risk,0.3524388861231965,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,-3.308477237048673,Moderate,High Profit Risk,0.3513120875721375,Low Priority
SUG-SWE-91000,SweeTARTS,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-3.5018009478673036,Moderate,High Profit Risk,0.3504869808031441,Low Priority
SUG-LAF-25000,Laffy Taffy,Atlantic,First Class,Lot's O' Nuts,Secret Factory,-3.9874411302982695,Moderate,High Profit Risk,0.34841426556235855,Low Priority
CHO-MIL-31000,Wonka Bar - Milk Chocolate,Gulf,Same Day,Lot's O' Nuts,Wicked Choccy's,-4.4641082274986275,Moderate,High Profit Risk,0.3463798475036992,Low Priority
OTH-GUM-21000,Wonka Gum,Atlantic,First Class,Lot's O' Nuts,Secret Factory,-4.603237268061584,Moderate,High Profit Risk,0.34578604391568646,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Atlantic,First Class,Lot's O' Nuts,Secret Factory,-5.561752988047805,Moderate,High Profit Risk,0.34169509301577744,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Gulf,First Class,Lot's O' Nuts,Wicked Choccy's,-30.006036217303823,High,High Profit Risk,0.3373667441016952,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-7.137362637362641,Moderate,High Profit Risk,0.33497038148693314,Low Priority
SUG-NER-92000,Nerds,Atlantic,Standard Class,Lot's O' Nuts,The Other Factory,-7.638519730116548,Moderate,High Profit Risk,0.33283143997888276,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Interior,Standard Class,Lot's O' Nuts,Secret Factory,-8.53578134779887,Moderate,High Profit Risk,0.3290019219587045,Low Priority
SUG-NER-92000,Nerds,Atlantic,Standard Class,Lot's O' Nuts,Sugar Shack,-11.627887957472915,Moderate,High Profit Risk,0.315804792215603,Low Priority
OTH-KAZ-38000,Kazookles,Interior,Standard Class,Lot's O' Nuts,Secret Factory,-16.281900625878155,Moderate,High Profit Risk,0.295941437951289,Low Priority
SUG-LAF-25000,Laffy Taffy,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,-16.3003663003663,Moderate,High Profit Risk,0.2958626263407024,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Gulf,Standard Class,Lot's O' Nuts,Wicked Choccy's,-46.07150715071507,High,High Profit Risk,0.2687992168279168,Low Priority
OTH-KAZ-38000,Kazookles,Gulf,Same Day,Lot's O' Nuts,Wicked Choccy's,-22.807205452775076,Moderate,High Profit Risk,0.2680913974176207,Low Priority
OTH-LIC-15000,Lickable Wallpaper,Pacific,Same Day,Lot's O' Nuts,Wicked Choccy's,-55.690265486725664,High,High Profit Risk,0.22774629797617865,Low Priority
SUG-FUN-75000,Fun Dip,Interior,Second Class,Lot's O' Nuts,Wicked Choccy's,-56.609557109557116,High,High Profit Risk,0.22382275576055888,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Interior,First Class,Lot's O' Nuts,Wicked Choccy's,-62.19126328217237,High,High Profit Risk,0.2,Low Priority
OTH-FIZ-56000,Fizzy Lifting Drinks,Gulf,Standard Class,Lot's O' Nuts,Secret Factory,-39.713971397139716,Moderate,High Profit Risk,0.1959332179402476,Low Priority
